graph,frequency
agree&greet&request#price&send_image!!!agree->send_image&request#price->greet&send_image->request#price,1
agree&greet&request#price&shop_turn!!!greet->shop_turn&request#price->greet&shop_turn->agree,2
handoff&shop_turn&thank!!!handoff->shop_turn&shop_turn->thank&thank->thank,3
shop_turn&thank!!!shop_turn->thank&thank->shop_turn&thank->thank,2
inform&send_image&shop_turn&thank!!!inform->shop_turn&shop_turn->thank&thank->send_image,10
inform&request#price&send_image&thank!!!request#price->inform&send_image->request#price&thank->send_image,3
inform&request#price&send_image&thank!!!inform->thank&request#price->inform&send_image->request#price,1
inform&request#price&shop_turn&thank!!!inform->thank&request#price->inform&thank->shop_turn,1
agree&send_image&shop_turn!!!agree->shop_turn&shop_turn->agree&shop_turn->send_image,64
agree&handoff&send_image&shop_turn!!!agree->shop_turn&send_image->handoff&shop_turn->send_image,21
ask_if_sells#size&greet&send_image&shop_turn!!!greet->send_image&send_image->ask_if_sells#size&shop_turn->greet,13
handoff&request#price&send_image&shop_turn!!!request#price->send_image&send_image->handoff&shop_turn->request#price,19
ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->shop_turn&send_image->ask_if_sells#size&send_image->send_image,51
ask_availability#size&inform&shop_turn!!!ask_availability#size->shop_turn&inform->ask_availability#size&shop_turn->inform,33
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->shop_turn&inform->send_image&shop_turn->inform,6
inform&send_image&shop_turn!!!inform->send_image&send_image->inform&shop_turn->inform,24
handoff&inform&send_image!!!inform->send_image&send_image->handoff&send_image->inform,8
handoff&inform&send_image!!!handoff->handoff&inform->send_image&send_image->handoff,16
ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->send_image&ask_if_sells#size->shop_turn&send_image->ask_if_sells#size,13
ask_if_sells#size&send_image&shop_turn&thank!!!ask_if_sells#size->shop_turn&send_image->ask_if_sells#size&shop_turn->thank,27
handoff&inform&send_image&shop_turn!!!inform->shop_turn&send_image->handoff&shop_turn->send_image,80
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->send_image&send_image->inform&shop_turn->ask_availability#size,8
ask_if_sells#size&inform&send_image&shop_turn!!!inform->shop_turn&send_image->inform&shop_turn->ask_if_sells#size,15
ask_if_sells#size&inform&send_image&shop_turn!!!ask_if_sells#size->shop_turn&inform->send_image&shop_turn->inform,8
ask_if_sells#size&inform&send_image!!!inform->send_image&send_image->ask_if_sells#size&send_image->send_image,2
ask_if_sells#size&handoff&send_image!!!ask_if_sells#size->handoff&handoff->handoff&send_image->ask_if_sells#size,3
ask_if_sells#size&handoff&shop_turn!!!ask_if_sells#size->handoff&handoff->handoff&handoff->shop_turn,12
handoff&request#price&send_image&shop_turn!!!request#price->handoff&send_image->shop_turn&shop_turn->request#price,26
agree&handoff&request#price&shop_turn!!!handoff->shop_turn&request#price->handoff&shop_turn->agree,30
request#price&send_image&shop_turn!!!request#price->shop_turn&send_image->request#price&send_image->send_image,102
handoff&inform&send_image&shop_turn!!!handoff->inform&inform->shop_turn&shop_turn->send_image,39
agree&greet&request#price&shop_turn!!!greet->shop_turn&request#price->agree&shop_turn->request#price,1
agree&request#price&send_image&shop_turn!!!agree->send_image&request#price->agree&shop_turn->request#price,2
agree&request#price&send_image&shop_turn!!!agree->send_image&request#price->agree&send_image->shop_turn,1
ask_if_sells#size&send_image&shop_turn&thank!!!send_image->ask_if_sells#size&shop_turn->thank&thank->send_image,9
ask_if_sells#size&send_image&shop_turn&thank!!!ask_if_sells#size->shop_turn&send_image->ask_if_sells#size&thank->send_image,9
inform&request#price&send_image&shop_turn!!!inform->request#price&send_image->inform&shop_turn->send_image,11
inform&request#price&send_image&shop_turn!!!inform->request#price&request#price->shop_turn&send_image->inform,32
greet&request#price&send_image&shop_turn!!!greet->request#price&request#price->shop_turn&shop_turn->send_image,6
handoff&inform&send_image&shop_turn!!!handoff->shop_turn&inform->handoff&send_image->inform,59
ask_is_bot&handoff&inform&shop_turn!!!handoff->ask_is_bot&inform->handoff&shop_turn->inform,1
ask_availability#size&ask_is_bot&handoff&inform!!!ask_is_bot->ask_availability#size&handoff->ask_is_bot&inform->handoff,1
ask_availability#size&ask_is_bot&handoff&shop_turn!!!ask_availability#size->shop_turn&ask_is_bot->ask_availability#size&handoff->ask_is_bot,1
ask_availability#size&ask_is_bot&handoff&shop_turn!!!ask_availability#size->shop_turn&ask_is_bot->ask_availability#size&shop_turn->handoff,1
agree&handoff&inform&shop_turn!!!agree->shop_turn&handoff->inform&shop_turn->handoff,14
ask_if_sells#size&send_image&shop_turn!!!send_image->ask_if_sells#size&send_image->send_image&shop_turn->send_image,17
ask_if_sells#size&send_image!!!ask_if_sells#size->send_image&send_image->ask_if_sells#size&send_image->send_image,11
ask_if_sells#size&inform&send_image!!!ask_if_sells#size->send_image&send_image->ask_if_sells#size&send_image->inform,15
ask_if_sells#size&request#price&shop_turn!!!ask_if_sells#size->request#price&request#price->shop_turn&shop_turn->request#price,5
agree&handoff&shop_turn&thank!!!agree->shop_turn&shop_turn->thank&thank->handoff,8
handoff&request#price!!!handoff->handoff&handoff->request#price,17
greet&handoff&request#price!!!handoff->greet&handoff->request#price&request#price->handoff,1
greet&handoff&request#price!!!greet->handoff&handoff->greet&request#price->handoff,1
request#price&send_image&shop_turn!!!send_image->send_image&send_image->shop_turn&shop_turn->request#price,13
greet&handoff&request#price!!!greet->request#price&handoff->greet&handoff->handoff,2
greet&handoff&request#price!!!greet->request#price&handoff->greet&request#price->handoff,2
greet&handoff&request#price&shop_turn!!!greet->shop_turn&handoff->greet&request#price->handoff,3
ask_if_sells#size&request#price&send_image&shop_turn!!!ask_if_sells#size->request#price&send_image->shop_turn&shop_turn->ask_if_sells#size,9
ask_if_sells#size&request#price&shop_turn!!!ask_if_sells#size->request#price&request#price->shop_turn&shop_turn->ask_if_sells#size,22
ask_if_sells#size&inform&request#price&shop_turn!!!ask_if_sells#size->request#price&request#price->shop_turn&shop_turn->inform,3
inform&shop_turn!!!inform->inform&inform->shop_turn,84
handoff&inform&request#price&shop_turn!!!handoff->inform&request#price->handoff&shop_turn->request#price,9
handoff&inform&request#price&shop_turn!!!handoff->inform&inform->shop_turn&request#price->handoff,11
agree&handoff&send_image&shop_turn!!!agree->handoff&handoff->send_image&shop_turn->agree,30
agree&handoff&inform&send_image!!!agree->handoff&handoff->send_image&send_image->inform,5
greet&handoff&send_image&shop_turn!!!greet->handoff&send_image->greet&shop_turn->send_image,8
greet&handoff&send_image!!!greet->handoff&handoff->handoff&send_image->greet,4
inform&shop_turn&thank!!!inform->inform&inform->shop_turn&shop_turn->thank,13
ask_if_sells#size&inform&send_image&shop_turn!!!ask_if_sells#size->send_image&send_image->shop_turn&shop_turn->inform,13
inform&send_image&shop_turn&thank!!!inform->thank&send_image->shop_turn&shop_turn->inform,1
handoff&request#price&shop_turn&thank!!!handoff->request#price&shop_turn->thank&thank->handoff,3
handoff&request#price&shop_turn&thank!!!handoff->request#price&request#price->shop_turn&thank->handoff,3
ask_availability#size&shop_turn&thank!!!shop_turn->ask_availability#size&shop_turn->thank&thank->shop_turn,9
ask_availability#size&send_image&shop_turn&thank!!!ask_availability#size->send_image&shop_turn->ask_availability#size&thank->shop_turn,5
ask_availability#size&handoff&send_image!!!ask_availability#size->send_image&handoff->handoff&send_image->handoff,1
agree&ask_is_bot&request#price&shop_turn!!!agree->request#price&ask_is_bot->shop_turn&shop_turn->agree,1
agree&handoff&request#price&shop_turn!!!agree->request#price&request#price->handoff&shop_turn->agree,7
handoff&inform&send_image!!!inform->handoff&inform->inform&send_image->inform,20
ask_is_bot&handoff!!!ask_is_bot->handoff&handoff->ask_is_bot&handoff->handoff,6
ask_is_bot&handoff&inform!!!ask_is_bot->handoff&handoff->ask_is_bot&handoff->inform,2
ask_is_bot&handoff&inform!!!ask_is_bot->handoff&handoff->inform&inform->handoff,1
agree&ask_availability#size&shop_turn!!!agree->agree&agree->ask_availability#size&shop_turn->agree,1
agree&ask_availability#size&handoff!!!agree->agree&agree->ask_availability#size&ask_availability#size->handoff,1
agree&ask_availability#size&handoff&shop_turn!!!agree->ask_availability#size&ask_availability#size->handoff&handoff->shop_turn,3
ask_availability#size&handoff!!!handoff->ask_availability#size&handoff->handoff,8
ask_availability#size&handoff&shop_turn!!!ask_availability#size->shop_turn&handoff->ask_availability#size&handoff->handoff,10
agree&ask_is_bot&handoff&shop_turn!!!agree->ask_is_bot&handoff->shop_turn&shop_turn->agree,2
inform&request#price&send_image&shop_turn!!!inform->shop_turn&request#price->inform&shop_turn->send_image,17
greet&inform&send_image&shop_turn!!!inform->shop_turn&send_image->greet&shop_turn->send_image,7
greet&send_image&shop_turn!!!greet->greet&send_image->greet&shop_turn->send_image,1
greet&handoff&send_image!!!greet->greet&greet->handoff&send_image->greet,3
greet&handoff&shop_turn!!!greet->greet&greet->handoff&handoff->shop_turn,17
handoff&send_link&shop_turn!!!handoff->send_link&handoff->shop_turn&shop_turn->handoff,2
handoff&send_link&shop_turn!!!handoff->send_link&send_link->handoff&shop_turn->handoff,4
agree&greet&shop_turn!!!agree->shop_turn&shop_turn->agree&shop_turn->greet,40
agree&greet&handoff&shop_turn!!!agree->shop_turn&greet->handoff&shop_turn->greet,22
handoff&send_link&shop_turn!!!handoff->shop_turn&shop_turn->handoff&shop_turn->send_link,23
handoff&send_link&shop_turn!!!handoff->shop_turn&send_link->handoff&shop_turn->send_link,11
handoff&send_link&shop_turn!!!handoff->handoff&send_link->handoff&shop_turn->send_link,5
handoff&send_link!!!handoff->handoff&send_link->handoff,3
greet&inform&request#price&shop_turn!!!inform->shop_turn&request#price->greet&shop_turn->request#price,4
greet&request#price&shop_turn!!!greet->shop_turn&request#price->greet&shop_turn->request#price,13
greet&inform&shop_turn!!!greet->inform&inform->inform&inform->shop_turn,17
handoff&send_image&shop_turn&thank!!!handoff->thank&shop_turn->send_image&thank->shop_turn,9
ask_if_sells#size&inform&send_image&shop_turn!!!ask_if_sells#size->shop_turn&send_image->inform&shop_turn->send_image,26
handoff&inform&send_image&shop_turn!!!inform->handoff&send_image->inform&shop_turn->send_image,46
agree&inform&request#price&shop_turn!!!agree->inform&request#price->shop_turn&shop_turn->agree,9
inform&send_image&shop_turn!!!send_image->inform&send_image->send_image&shop_turn->send_image,29
handoff&inform&send_image!!!inform->handoff&send_image->inform&send_image->send_image,7
agree&handoff&send_image&shop_turn!!!agree->handoff&handoff->shop_turn&shop_turn->send_image,21
ask_if_sells#size&send_image!!!send_image->ask_if_sells#size&send_image->send_image,11
inform&send_image!!!inform->send_image&send_image->send_image,10
handoff&request#price&send_image!!!handoff->send_image&send_image->handoff&send_image->request#price,11
ask_if_sells#size&handoff&inform&shop_turn!!!ask_if_sells#size->shop_turn&handoff->ask_if_sells#size&shop_turn->inform,8
inform&send_image&shop_turn!!!send_image->send_image&send_image->shop_turn&shop_turn->inform,22
ask_if_sells#size&inform&send_image&shop_turn!!!inform->send_image&send_image->ask_if_sells#size&shop_turn->inform,10
ask_if_sells#size&inform&send_image&shop_turn!!!ask_if_sells#size->shop_turn&inform->send_image&send_image->ask_if_sells#size,12
inform&send_image&shop_turn&thank!!!inform->send_image&send_image->shop_turn&shop_turn->thank,10
handoff&send_image&shop_turn&thank!!!send_image->shop_turn&shop_turn->thank&thank->handoff,17
ask_if_sells#size&handoff&send_image!!!ask_if_sells#size->send_image&handoff->ask_if_sells#size&send_image->handoff,4
ask_if_sells#size&handoff&send_image!!!ask_if_sells#size->send_image&handoff->handoff&send_image->handoff,2
ask_availability#size&greet&handoff!!!greet->handoff&handoff->ask_availability#size&handoff->handoff,2
ask_availability#size&handoff&shop_turn!!!ask_availability#size->shop_turn&handoff->ask_availability#size&shop_turn->ask_availability#size,1
handoff&inform&request#price&shop_turn!!!inform->handoff&request#price->inform&shop_turn->request#price,9
handoff&inform&request#price&shop_turn!!!handoff->shop_turn&inform->handoff&request#price->inform,13
handoff&inform&request#price&send_image!!!handoff->send_image&inform->request#price&send_image->inform,13
inform&request#price&send_image!!!inform->send_image&request#price->inform&send_image->request#price,9
inform&send_image&shop_turn!!!inform->send_image&send_image->shop_turn&shop_turn->send_image,10
agree&send_image&shop_turn!!!agree->shop_turn&send_image->send_image&shop_turn->send_image,7
handoff&send_image&shop_turn&thank!!!handoff->send_image&send_image->shop_turn&shop_turn->thank,22
ask_availability#size&greet&request#price&send_image!!!greet->send_image&request#price->ask_availability#size&send_image->request#price,1
ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->shop_turn&shop_turn->ask_if_sells#size&shop_turn->send_image,124
ask_availability#size&ask_if_sells#size&send_image&shop_turn!!!ask_if_sells#size->shop_turn&send_image->ask_availability#size&shop_turn->send_image,12
greet&handoff&inform!!!greet->inform&handoff->handoff&inform->handoff,9
agree&ask_if_sells#size&shop_turn&thank!!!agree->thank&ask_if_sells#size->shop_turn&shop_turn->agree,3
agree&handoff&inform!!!agree->handoff&handoff->inform&inform->handoff,7
agree&handoff&inform!!!handoff->agree&handoff->inform&inform->handoff,1
agree&handoff&inform&shop_turn!!!agree->shop_turn&handoff->agree&inform->handoff,5
handoff&inform&shop_turn&thank!!!inform->shop_turn&shop_turn->thank&thank->handoff,16
ask_if_sells#size&handoff&inform&shop_turn!!!ask_if_sells#size->shop_turn&inform->handoff&shop_turn->inform,33
ask_availability#size&greet&shop_turn!!!greet->shop_turn&shop_turn->ask_availability#size&shop_turn->greet,6
ask_availability#size&greet&send_image&shop_turn!!!ask_availability#size->send_image&greet->shop_turn&shop_turn->ask_availability#size,4
ask_availability#size&send_image&shop_turn!!!ask_availability#size->send_image&send_image->send_image&shop_turn->ask_availability#size,9
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->inform&send_image->ask_availability#size&shop_turn->send_image,14
ask_availability#size&inform&send_image!!!ask_availability#size->inform&inform->send_image&send_image->ask_availability#size,4
ask_availability#size&inform&send_image&shop_turn!!!ask_availability#size->inform&inform->send_image&send_image->shop_turn,3
ask_if_sells#size&request#price&send_image&shop_turn!!!ask_if_sells#size->send_image&request#price->ask_if_sells#size&send_image->shop_turn,7
agree&greet&send_image&shop_turn!!!agree->send_image&send_image->greet&shop_turn->agree,3
agree&ask_availability#size&greet&send_image!!!agree->send_image&greet->ask_availability#size&send_image->greet,2
ask_availability#size&greet&handoff&send_image!!!ask_availability#size->handoff&greet->ask_availability#size&send_image->greet,2
